,id,mac,type,rssi,rssiOrigin,deviceId,gatewayId,gatewayLogId,raw,createdAt,updatedAt
432,4963777,dd3c23d9f3fa,0,68,188,12826,3,103582,0201060303aafe1116aafe20000d081a40004c8ad4021ad145,2020-04-07 11:02:55,2020-04-07 11:02:56
433,4964187,dd3c23d9f3fa,0,80,176,12826,3,103584,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:56,2020-04-07 11:02:57
434,4964508,dd3c23d9f3fa,0,80,176,12826,3,103584,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:56,2020-04-07 11:02:56
435,4964408,dd3c23d9f3fa,0,68,188,12826,3,103588,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:57,2020-04-07 11:02:57
436,4964926,dd3c23d9f3fa,0,68,188,12826,3,103588,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:57,2020-04-07 11:02:57
437,4964674,dd3c23d9f3fa,0,83,173,12826,3,103591,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:58,2020-04-07 11:02:58
438,4965233,dd3c23d9f3fa,0,83,173,12826,3,103591,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:58,2020-04-07 11:02:58
439,4965384,dd3c23d9f3fa,0,69,187,12826,3,103594,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:59,2020-04-07 11:02:59
440,4965727,dd3c23d9f3fa,0,69,187,12826,3,103594,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:02:59,2020-04-07 11:02:59
441,4966480,dd3c23d9f3fa,0,75,181,12826,3,103603,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:02,2020-04-07 11:03:02
442,4966820,dd3c23d9f3fa,0,75,181,12826,3,103603,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:02,2020-04-07 11:03:02
443,4967746,dd3c23d9f3fa,0,65,191,12826,3,103615,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:06,2020-04-07 11:03:06
444,4967528,dd3c23d9f3fa,0,65,191,12826,3,103615,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:06,2020-04-07 11:03:06
445,4968054,dd3c23d9f3fa,0,73,183,12826,3,103624,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:09,2020-04-07 11:03:09
446,4968373,dd3c23d9f3fa,0,73,183,12826,3,103624,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:09,2020-04-07 11:03:09
447,4968749,dd3c23d9f3fa,0,79,177,12826,3,103630,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:11,2020-04-07 11:03:11
448,4968497,dd3c23d9f3fa,0,79,177,12826,3,103630,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:11,2020-04-07 11:03:11
449,4969097,dd3c23d9f3fa,0,88,168,12826,3,103636,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:13,2020-04-07 11:03:14
450,4969156,dd3c23d9f3fa,0,88,168,12826,3,103636,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:13,2020-04-07 11:03:13
451,4969507,dd3c23d9f3fa,0,78,178,12826,3,103640,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:14,2020-04-07 11:03:14
452,4969279,dd3c23d9f3fa,0,78,178,12826,3,103640,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:14,2020-04-07 11:03:15
453,4969817,dd3c23d9f3fa,0,84,172,12826,3,103643,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:15,2020-04-07 11:03:17
454,4969883,dd3c23d9f3fa,0,84,172,12826,3,103643,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:15,2020-04-07 11:03:15
455,4970254,dd3c23d9f3fa,0,78,178,12826,3,103648,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:16,2020-04-07 11:03:16
456,4969928,dd3c23d9f3fa,0,78,178,12826,3,103648,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:16,2020-04-07 11:03:17
457,4970593,dd3c23d9f3fa,0,70,186,12826,3,103656,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:18,2020-04-07 11:03:19
458,4970350,dd3c23d9f3fa,0,87,169,12826,3,103656,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:18,2020-04-07 11:03:18
459,4970643,dd3c23d9f3fa,0,87,169,12826,3,103656,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:18,2020-04-07 11:03:18
460,4970658,dd3c23d9f3fa,0,70,186,12826,3,103656,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:18,2020-04-07 11:03:18
461,4972052,dd3c23d9f3fa,0,76,180,12826,3,103677,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:22,2020-04-07 11:03:23
462,4972150,dd3c23d9f3fa,0,76,180,12826,3,103677,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:22,2020-04-07 11:03:22
463,4974339,dd3c23d9f3fa,0,80,176,12826,3,103705,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:28,2020-04-07 11:03:28
464,4974702,dd3c23d9f3fa,0,73,183,12826,3,103710,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:29,2020-04-07 11:03:29
465,4974589,dd3c23d9f3fa,0,73,183,12826,3,103710,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:29,2020-04-07 11:03:30
466,4975434,dd3c23d9f3fa,0,82,174,12826,3,103725,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:32,2020-04-07 11:03:33
467,4975711,dd3c23d9f3fa,0,82,174,12826,3,103725,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:32,2020-04-07 11:03:32
468,4976019,dd3c23d9f3fa,0,71,185,12826,3,103728,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:33,2020-04-07 11:03:35
469,4976065,dd3c23d9f3fa,0,71,185,12826,3,103728,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:33,2020-04-07 11:03:33
470,4976209,dd3c23d9f3fa,0,81,175,12826,3,103731,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:34,2020-04-07 11:03:35
471,4976344,dd3c23d9f3fa,0,81,175,12826,3,103731,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:34,2020-04-07 11:03:34
472,4977218,dd3c23d9f3fa,0,72,184,12826,3,103743,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:37,2020-04-07 11:03:37
473,4976998,dd3c23d9f3fa,0,72,184,12826,3,103743,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:37,2020-04-07 11:03:38
474,4978020,dd3c23d9f3fa,0,81,175,12826,3,103754,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:40,2020-04-07 11:03:41
475,4978114,dd3c23d9f3fa,0,81,175,12826,3,103754,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:40,2020-04-07 11:03:40
476,4979798,dd3c23d9f3fa,0,80,176,12826,3,103775,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:46,2020-04-07 11:03:46
477,4981026,dd3c23d9f3fa,0,88,168,12826,3,103791,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:50,2020-04-07 11:03:50
478,4980910,dd3c23d9f3fa,0,88,168,12826,3,103791,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:50,2020-04-07 11:03:51
479,4981563,dd3c23d9f3fa,0,82,174,12826,3,103795,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:52,2020-04-07 11:03:52
480,4981496,dd3c23d9f3fa,0,82,174,12826,3,103795,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:52,2020-04-07 11:03:53
481,4983469,dd3c23d9f3fa,0,78,178,12826,3,103822,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:03:59,2020-04-07 11:03:59
482,4985530,dd3c23d9f3fa,0,84,172,12826,3,103844,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:05,2020-04-07 11:04:05
483,4985897,dd3c23d9f3fa,0,71,185,12826,3,103849,0201060303aafe1116aafe20000cfc1ac0004c8b38021ad406,2020-04-07 11:04:06,2020-04-07 11:04:06
484,4985917,dd3c23d9f3fa,0,77,179,12826,3,103849,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:06,2020-04-07 11:04:06
485,4985735,dd3c23d9f3fa,0,77,179,12826,3,103849,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:06,2020-04-07 11:04:07
486,4985333,dd3c23d9f3fa,0,71,185,12826,3,103849,0201060303aafe1116aafe20000cfc1ac0004c8b38021ad406,2020-04-07 11:04:06,2020-04-07 11:04:06
487,4987879,dd3c23d9f3fa,0,78,178,12826,3,103873,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:12,2020-04-07 11:04:12
488,4988206,dd3c23d9f3fa,0,67,189,12826,3,103877,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:13,2020-04-07 11:04:13
489,4987998,dd3c23d9f3fa,0,67,189,12826,3,103877,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:13,2020-04-07 11:04:14
490,4989263,dd3c23d9f3fa,0,79,177,12826,3,103891,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:16,2020-04-07 11:04:16
491,4988924,dd3c23d9f3fa,0,79,177,12826,3,103891,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:16,2020-04-07 11:04:17
492,4989967,dd3c23d9f3fa,0,71,185,12826,3,103899,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:18,2020-04-07 11:04:18
493,4989822,dd3c23d9f3fa,0,71,185,12826,3,103899,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:18,2020-04-07 11:04:19
494,4992676,dd3c23d9f3fa,0,66,190,12826,3,103933,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:25,2020-04-07 11:04:25
495,4993132,dd3c23d9f3fa,0,72,184,12826,3,103939,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:26,2020-04-07 11:04:26
496,4992626,dd3c23d9f3fa,0,72,184,12826,3,103939,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:26,2020-04-07 11:04:27
497,4993227,dd3c23d9f3fa,0,82,174,12826,3,103944,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:27,2020-04-07 11:04:28
498,4993532,dd3c23d9f3fa,0,82,174,12826,3,103944,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:27,2020-04-07 11:04:27
499,4993919,dd3c23d9f3fa,0,73,183,12826,3,103949,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:28,2020-04-07 11:04:28
500,4993512,dd3c23d9f3fa,0,73,183,12826,3,103949,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:28,2020-04-07 11:04:29
501,4995888,dd3c23d9f3fa,0,66,190,12826,3,103973,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:34,2020-04-07 11:04:34
502,4995915,dd3c23d9f3fa,0,73,183,12826,3,103973,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:34,2020-04-07 11:04:34
503,4995702,dd3c23d9f3fa,0,73,183,12826,3,103973,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:34,2020-04-07 11:04:35
504,4995318,dd3c23d9f3fa,0,66,190,12826,3,103973,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:34,2020-04-07 11:04:34
505,4996137,dd3c23d9f3fa,0,66,190,12826,3,103981,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:36,2020-04-07 11:04:36
506,4996534,dd3c23d9f3fa,0,66,190,12826,3,103981,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:36,2020-04-07 11:04:36
507,4996720,dd3c23d9f3fa,0,73,183,12826,3,103988,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:37,2020-04-07 11:04:37
508,4997056,dd3c23d9f3fa,0,73,183,12826,3,103988,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:37,2020-04-07 11:04:37
509,4997385,dd3c23d9f3fa,0,74,182,12826,3,103992,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:38,2020-04-07 11:04:38
510,4996978,dd3c23d9f3fa,0,83,173,12826,3,103992,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:38,2020-04-07 11:04:38
511,4997264,dd3c23d9f3fa,0,74,182,12826,3,103992,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:38,2020-04-07 11:04:39
512,4997356,dd3c23d9f3fa,0,83,173,12826,3,103992,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:38,2020-04-07 11:04:38
513,4997742,dd3c23d9f3fa,0,67,189,12826,3,104003,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:40,2020-04-07 11:04:40
514,4998255,dd3c23d9f3fa,0,74,182,12826,3,104003,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:40,2020-04-07 11:04:42
515,4998270,dd3c23d9f3fa,0,67,189,12826,3,104003,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:40,2020-04-07 11:04:40
516,4998301,dd3c23d9f3fa,0,74,182,12826,3,104003,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:40,2020-04-07 11:04:40
517,4999961,dd3c23d9f3fa,0,67,189,12826,3,104028,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:45,2020-04-07 11:04:46
518,5000096,dd3c23d9f3fa,0,67,189,12826,3,104028,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:45,2020-04-07 11:04:45
519,5002483,dd3c23d9f3fa,0,71,185,12826,3,104057,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:51,2020-04-07 11:04:51
520,5004747,dd3c23d9f3fa,0,71,185,12826,3,104083,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:56,2020-04-07 11:04:56
521,5004922,dd3c23d9f3fa,0,87,169,12826,4,104085,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:04:57,2020-04-07 11:04:57
522,5007415,dd3c23d9f3fa,0,71,185,12826,3,104117,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:03,2020-04-07 11:05:03
523,5009025,dd3c23d9f3fa,0,67,189,12826,3,104137,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:07,2020-04-07 11:05:07
524,5011734,dd3c23d9f3fa,0,69,187,12826,3,104173,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:14,2020-04-07 11:05:16
525,5011770,dd3c23d9f3fa,0,75,181,12826,3,104173,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:14,2020-04-07 11:05:14
526,5011816,dd3c23d9f3fa,0,69,187,12826,3,104173,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:14,2020-04-07 11:05:14
527,5012484,dd3c23d9f3fa,0,76,180,12826,3,104182,0201060303aafe1116aafe20000cf61a40004c8b9c021ad6c7,2020-04-07 11:05:16,2020-04-07 11:05:16
528,5011921,dd3c23d9f3fa,0,76,180,12826,3,104182,0201060303aafe1116aafe20000cf61a40004c8b9c021ad6c7,2020-04-07 11:05:16,2020-04-07 11:05:17
529,5013682,dd3c23d9f3fa,0,66,190,12826,3,104197,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:19,2020-04-07 11:05:19
530,5013428,dd3c23d9f3fa,0,66,190,12826,3,104197,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:19,2020-04-07 11:05:20
531,5014598,dd3c23d9f3fa,0,75,181,12826,3,104212,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:23,2020-04-07 11:05:23
532,5014346,dd3c23d9f3fa,0,75,181,12826,3,104212,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:23,2020-04-07 11:05:23
533,5016118,dd3c23d9f3fa,0,66,190,12826,3,104237,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:28,2020-04-07 11:05:28
534,5016447,dd3c23d9f3fa,0,75,181,12826,3,104237,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:28,2020-04-07 11:05:29
535,5016516,dd3c23d9f3fa,0,66,190,12826,3,104237,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:28,2020-04-07 11:05:28
536,5016549,dd3c23d9f3fa,0,75,181,12826,3,104237,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:28,2020-04-07 11:05:28
537,5018993,dd3c23d9f3fa,0,66,190,12826,3,104267,0201060303aafe1116aafe20000cfc1a40004c8bb5021ad777,2020-04-07 11:05:34,2020-04-07 11:05:34
538,5019156,dd3c23d9f3fa,0,72,184,12826,3,104277,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:36,2020-04-07 11:05:36
539,5019808,dd3c23d9f3fa,0,72,184,12826,3,104277,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:36,2020-04-07 11:05:36
540,5020704,dd3c23d9f3fa,0,84,172,12826,3,104298,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:40,2020-04-07 11:05:41
541,5021138,dd3c23d9f3fa,0,84,172,12826,3,104298,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:40,2020-04-07 11:05:40
542,5021831,dd3c23d9f3fa,0,76,180,12826,3,104306,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:42,2020-04-07 11:05:42
543,5021600,dd3c23d9f3fa,0,76,180,12826,3,104306,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:42,2020-04-07 11:05:43
544,5022074,dd3c23d9f3fa,0,69,187,12826,3,104310,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:43,2020-04-07 11:05:43
545,5021943,dd3c23d9f3fa,0,69,187,12826,3,104310,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:43,2020-04-07 11:05:44
546,5022570,dd3c23d9f3fa,0,88,168,12826,4,104313,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:44,2020-04-07 11:05:44
547,5023069,dd3c23d9f3fa,0,75,181,12826,3,104326,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:46,2020-04-07 11:05:47
548,5023440,dd3c23d9f3fa,0,75,181,12826,3,104326,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:46,2020-04-07 11:05:46
549,5023588,dd3c23d9f3fa,0,68,188,12826,3,104331,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:47,2020-04-07 11:05:49
550,5023722,dd3c23d9f3fa,0,68,188,12826,3,104331,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:47,2020-04-07 11:05:47
551,5024067,dd3c23d9f3fa,0,75,181,12826,3,104336,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:48,2020-04-07 11:05:48
552,5023881,dd3c23d9f3fa,0,75,181,12826,3,104336,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:48,2020-04-07 11:05:49
553,5025547,dd3c23d9f3fa,0,69,187,12826,3,104359,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:54,2020-04-07 11:05:54
554,5025953,dd3c23d9f3fa,0,69,187,12826,3,104359,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:54,2020-04-07 11:05:54
555,5027083,dd3c23d9f3fa,0,75,181,12826,3,104375,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:57,2020-04-07 11:05:57
556,5026812,dd3c23d9f3fa,0,75,181,12826,3,104375,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:05:57,2020-04-07 11:05:58
557,5028417,dd3c23d9f3fa,0,68,188,12826,3,104394,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:02,2020-04-07 11:06:02
558,5028271,dd3c23d9f3fa,0,68,188,12826,3,104394,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:02,2020-04-07 11:06:03
559,5030338,dd3c23d9f3fa,0,70,186,12826,3,104419,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:08,2020-04-07 11:06:08
560,5031690,dd3c23d9f3fa,0,67,189,12826,3,104438,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:12,2020-04-07 11:06:12
561,5033917,dd3c23d9f3fa,0,66,190,12826,3,104468,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:18,2020-04-07 11:06:18
562,5034260,dd3c23d9f3fa,0,73,183,12826,3,104473,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:19,2020-04-07 11:06:19
563,5034171,dd3c23d9f3fa,0,73,183,12826,3,104473,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:19,2020-04-07 11:06:20
564,5034322,dd3c23d9f3fa,0,67,189,12826,3,104478,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:20,2020-04-07 11:06:21
565,5034629,dd3c23d9f3fa,0,67,189,12826,3,104478,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:20,2020-04-07 11:06:20
566,5036698,dd3c23d9f3fa,0,68,188,12826,3,104507,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:26,2020-04-07 11:06:26
567,5038426,dd3c23d9f3fa,0,68,188,12826,3,104531,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:31,2020-04-07 11:06:31
568,5040281,dd3c23d9f3fa,0,69,187,12826,3,104555,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:36,2020-04-07 11:06:36
569,5042891,dd3c23d9f3fa,0,67,189,12826,3,104588,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:44,2020-04-07 11:06:44
570,5044445,dd3c23d9f3fa,0,65,191,12826,3,104613,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:49,2020-04-07 11:06:49
571,5045035,dd3c23d9f3fa,0,66,190,12826,3,104621,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:51,2020-04-07 11:06:52
572,5045066,dd3c23d9f3fa,0,80,176,12826,3,104621,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:51,2020-04-07 11:06:51
573,5045086,dd3c23d9f3fa,0,66,190,12826,3,104621,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:51,2020-04-07 11:06:51
574,5044716,dd3c23d9f3fa,0,80,176,12826,3,104621,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:51,2020-04-07 11:06:51
575,5047169,dd3c23d9f3fa,0,66,190,12826,3,104647,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:06:56,2020-04-07 11:06:56
576,5049327,dd3c23d9f3fa,0,69,187,12826,3,104676,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:07:02,2020-04-07 11:07:02
577,5051762,dd3c23d9f3fa,0,68,188,12826,3,104705,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:07:08,2020-04-07 11:07:08
578,5054174,dd3c23d9f3fa,0,69,187,12826,3,104736,0201061aff4c000215b5b182c7eab14988aa99b5c1517008d90001faf3c5,2020-04-07 11:07:14,2020-04-07 11:07:14
